Data,Label,,,,,,,,,,,,,,,,,,,,,,,,
"নারীদের শিক্ষা, স্বাস্থ্য, অর্থনৈতিক ও সামাজিক অবস্থা বিষয়টি বাংলাদেশে এখন অনেকটা উন্নয়নশীল হয়েছে।",1,,,,,,,,,,,,,,,,,,,,,,,,
এই ধরনের নষ্ট মহিলাদের জন্য আজ দেশের-এই অবস্থা।,2,,,,,,,,,,,,,,,,,,,,,,,,
এই মুটকি কি বুঝাতে চাচ্ছে আর Market ফাইবা না দিন শাকিব ভাইয়ের সমুদ্র ডুব দিছিলো কোনো কুল কিনারা পায় নায় সেই জন্য অল্পের জন্য বেচে ফিরছে ,2,,,,,,,,,,,,,,,,,,,,,,,,
এই ধরনের বেয়াদব মেয়েরা যদি কখনো ধর্ষণের শিকার হয় আমরা কেউ যেন এর প্রতিবাদ না করি। কারণ এটাই এদের প্রাপ্য।,2,,,,,,,,,,,,,,,,,,,,,,,,
এই গরমিলের কারণ দেখিয়েই বেশিরভাগের প্রার্থিতা বাতিল হয়ে গেছে।,0,,,,,,,,,,,,,,,,,,,,,,,,
ক্যারিয়ারে সফল নারী পুরুষদের কাছে একদমই আকর্ষণীয় না,2,,,,,,,,,,,,,,,,,,,,,,,,
"বিয়ে শাদি নিয়ে ছেলেদের কেউ জোর করতে পারেনা। সে স্বইচ্ছায় বিয়ে করতেছে, কিছু করার নেই। কষ্টে দিন পার করবেন কিছুকাল।",0,,,,,,,,,,,,,,,,,,,,,,,,
আজকের আমার আমির পুরোটাই আমার মায়ের কারণে হয়ে ওঠা।,1,,,,,,,,,,,,,,,,,,,,,,,,
নারীর স্বাবলম্বী হওয়ার দরকার নেই। তারা স্বামীর একান্ত অনুগত হয়ে ঘরে থাকবে এবং খেদমত করবে।,2,,,,,,,,,,,,,,,,,,,,,,,,
সবথেকে বড় ভুল নারী-পুরুষ সমান এমন চিন্তাধারা বর্তমান প্রজন্মের মধ্যে লালন করা,2,,,,,,,,,,,,,,,,,,,,,,,,
"ঘরের বউ আইলসা, জগড়াটে, হইলেই ছেলেরা পরকীয়ায় জরায়",2,,,,,,,,,,,,,,,,,,,,,,,,
অথচ পরবর্তীতে এই ফোটন আবিষ্কারের জন্যই নোবেল পুরস্কারে ভূষিত হন এই বিজ্ঞানী।,0,,,,,,,,,,,,,,,,,,,,,,,,
তাই জাতি হিসেবে আমাদেও সকলের লক্ষ্য থাকা উচিত যে সকলের জন্য সুযোগের নিশ্চিত করা,0,,,,,,,,,,,,,,,,,,,,,,,,
মেয়েরা হোস্টেলে গিয়েই যত লাগামহীন হয়। বেডে শুয়ে থেকে সবসময় বফের সাথে পিরিতের ঢোল পেটায়। ,2,,,,,,,,,,,,,,,,,,,,,,,,
বাংলাদেশের সমাজে যৌতুক খুবই স্বীকৃত একটি বিষয়।,1,,,,,,,,,,,,,,,,,,,,,,,,
মায়ের কাছেই তার শিক্ষার শুরু,1,,,,,,,,,,,,,,,,,,,,,,,,
"অনেকের মনোভাব এমন যে, কন্যাসন্তান পুত্রসন্তানের সমতুল্য নয়।",1,,,,,,,,,,,,,,,,,,,,,,,,
"সেই নিষেধাজ্ঞার বেড়াজাল ভেঙেছিলো ২২ বছর পর , দক্ষিণ আফ্রিকা বর্ণবাদের কালো থাবা থেকে 'মুক্ত' হবার পর।",0,,,,,,,,,,,,,,,,,,,,,,,,
আপনি আপনার মত করে তাকে তৈরি করে নিন।,0,,,,,,,,,,,,,,,,,,,,,,,,
মেয়ের বুকে ওড়না নায় কেনো?,2,,,,,,,,,,,,,,,,,,,,,,,,
"যে মেয়ে যত বেশি পুরুষের সংস্পর্শে যাবে, 
তার লজ্জা তত কমবে।",2,,,,,,,,,,,,,,,,,,,,,,,,
অত্যন্ত যত্নসহকারে সবার কথা বিবেচনা করে রান্না করা হতো।,0,,,,,,,,,,,,,,,,,,,,,,,,
"যৌতুক শুধু ব্যক্তির উপর নয়, গোটা পরিবার ও বংশের উপর জুলুম।",1,,,,,,,,,,,,,,,,,,,,,,,,
সবচেয়ে হৃদয়বিদারক দৃশ্যগুলোর অন্যতম ছিল ধ্বসে পড়া ক্লাসরুমগুলোতে শিক্ষার্থীদের তাদের বেঞ্চে বসা অবস্থায় আবিষ্কার করা।,0,,,,,,,,,,,,,,,,,,,,,,,,
" সামাজিক অত্যাচার, বিধিনিষেধ, প্রথা, পশ্চাৎপদতা যা নারীকে সীমায়িত করে রাখার শৃঙ্খল হিসেবে বিবেচিত হত, সেইসব শৃ্ঙ্খল থেকে নারীকে মুক্ত করার জন্য সেই সময়ে সমাজে ব্যাপক আলোচনা, উদ্যোগ ও আন্দোলন শুরু হয়। ",1,,,,,,,,,,,,,,,,,,,,,,,,
একজন মানুষ এতো সুন্দর হয় কি ভাবে সেটা মেয়েটিকে না দেখলে হয়তো কখনোনই জানতাম না।,1,,,,,,,,,,,,,,,,,,,,,,,,
সবই ঠিক আছে তবে তুমি আবার এই বয়সে সাটার খুইল্লা ছবি ছারো কেন হ্যা,2,,,,,,,,,,,,,,,,,,,,,,,,
তার রুপ না থাকলেও গুন আছে,0,,,,,,,,,,,,,,,,,,,,,,,,
যৌন শিল্পটাকে এই নারীবাদীরা সবচেয়ে বেশি স্বাধীনতা মনে করে ।,2,,,,,,,,,,,,,,,,,,,,,,,,
নারী শিক্ষকতাসহ কর্পোরেট চাকরির বড় অংশেই যোগ দিয়েছে নারী।,1,,,,,,,,,,,,,,,,,,,,,,,,
"আপু, যখন খেয়ে ছেড়ে দিবে,তখন ঠ্যালা বুঝবা।",2,,,,,,,,,,,,,,,,,,,,,,,,
"স্ত্রী চাকরী করলে সন্তানের হক আদায় হয়না,",2,,,,,,,,,,,,,,,,,,,,,,,,
এর ফলে সে এলাকার কিছু হিন্দু অধিবাসীদের সাথে তাদের বিবাদ বাঁধে।,0,,,,,,,,,,,,,,,,,,,,,,,,
বুধবার দিনভর নাটকীয়তার পর ১১ দফার বদলে ১৩ দফা দাবি নিয়ে এসেছেন তারা।,0,,,,,,,,,,,,,,,,,,,,,,,,
"আপা বয়স হলে মানুষ নমনীয় হয় কিনতু আপনি হয়ে উঠছেন ক্রমেই উৎশৃংখল। যেহেতু,আপনি মুসলিম। তাই,ধর্মে-কর্মে একটু বিশ্বাস রাখুন,ইহকাল ও পরকাল দুইটাই ভালো হবে। আল্লাহ আপনার মঙ্গল করুক।",2,,,,,,,,,,,,,,,,,,,,,,,,
"মেয়ের যে গড়ন, এই দুই বাচ্চার বাপ ছাড়া ভালো পাত্র আসবে না",2,,,,,,,,,,,,,,,,,,,,,,,,
সন্তানের দেহেও এই একই সমস্যা গড়াবে।,0,,,,,,,,,,,,,,,,,,,,,,,,
ছোট পোশাকের বাঙ্গালি মেয়েদের তো শাহবাগী রিফিউজিরা খায় ফ্রিতে।,2,,,,,,,,,,,,,,,,,,,,,,,,
মেয়ে কালো কিন্তু সুন্দর।,2,,,,,,,,,,,,,,,,,,,,,,,,
"মাসিক' শব্দটি নিয়ে আমাদের সমাজে নানা ধরনের ভ্রান্ত ধারণা আর কুসংস্কার প্রচলিত থাকায় মাসিকের দিনগুলোতে একজন নারী বা কিশোরী এক ধরনের অস্বস্তিকর অবস্থার মধ্যে পড়েন, তাদের জীবন হয়ে পড়ে দুর্বিষহ!",1,,,,,,,,,,,,,,,,,,,,,,,,
ও কে বলে দাও এগুলো পরার দরকার কি??খোলা থাকলে ভালো হতো,2,,,,,,,,,,,,,,,,,,,,,,,,
পরবর্তীতে হাসন রাজার পিতা আলী রাজা তাকে পরিণত বয়সে বিয়ে করেন।,0,,,,,,,,,,,,,,,,,,,,,,,,
"যতই সুন্দরী হও না কেন,,,, পূর্নিমা ত হতে পারবা নাহ",2,,,,,,,,,,,,,,,,,,,,,,,,
আফা আর একটু ছোট কাপড় হলে ভাল লাগতো।,2,,,,,,,,,,,,,,,,,,,,,,,,
"এটাই তাহ‌লে নারী স্বাধীনতা, এ‌কেবা‌রে শৈল্পিক যৌনতা ! !",2,,,,,,,,,,,,,,,,,,,,,,,,
এই বইয়ের মাধ্যমেই পশ্চিমা বিশ্বের কাছে ভারতীয় সংখ্যাপদ্ধতির পরিচয় করিয়ে দেন ফিবোনাচ্চি।,0,,,,,,,,,,,,,,,,,,,,,,,,
"টিকটক আশ্বাস দিয়েছিল, তাদের গোপনীয়তা সংক্রান্ত নিয়মকানুনগুলো পরিবর্তন করবে।",0,,,,,,,,,,,,,,,,,,,,,,,,
তার এই কাজটি আমার খুবই ভালো লেগেছে। খুবই সুস্বাদু।,0,,,,,,,,,,,,,,,,,,,,,,,,
"আমার মা ছিলেন আমার কাছে সব - আমার পৃথিবী, আমার অস্তিত্ব, আমার নিরাপদ আশ্রয়স্থল।",1,,,,,,,,,,,,,,,,,,,,,,,,
"উচ্চ শিক্ষিত বেশির ভাগ এখন রিস্ক। বিশেষ করে ভার্সিটিতে পড়া মেয়েগুলো। এদের বেশিরভাগই রিলেশনে জড়িত এবং নন ভার্জিন।
",2,,,,,,,,,,,,,,,,,,,,,,,,
